"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"02/09/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","32","0",".","31","20"
"02/10/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0",".","28","19"
"02/11/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","0","6","29","25"
"02/12/2019","41","NO2","VON HILLERN ST","25-025-0044","AQS","3","28","0",".","31","41"
"02/13/2019","35","NO2","VON HILLERN ST","25-025-0044","AQS","3","29","0",".","27","35"
"02/14/2019","46","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","7","32","1","8","42","46"
"02/15/2019","50","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","7","34","0",".","50","42"
"02/16/2019","35","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","31","0",".","35","19"
"02/17/2019","35","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","34","0","6","35","20"
"02/18/2019","36","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","29","0",".","36","30"
"02/19/2019","42","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","33","0",".","42","30"
"02/20/2019","51","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","27","0","16","51","42"
"02/21/2019","44","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","28","0",".","44","41"
"02/22/2019","41","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","37","0",".","41","26"
"02/23/2019","46","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","31","0","13","46","42"
"02/24/2019","35","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","35","0",".","29","24"
"02/25/2019","36","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","36","0",".","24","16"
"02/26/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","32","0","9","30","21"
"02/27/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","0",".","34","24"
"02/28/2019","53","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","32","0",".","53","42"
"03/01/2019","52","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","34","1","26","52","50"
"03/02/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","33","0",".","40","34"
"03/03/2019","52","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","37","0",".","52","32"
"03/04/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0","6","33","32"
"03/05/2019","58","PM2.5","VON HILLERN ST","25-025-0044","AQS","6","36","0",".","58","48"
"03/06/2019","51","PM2.5","VON HILLERN ST","25-025-0044","AQS","6","35","0",".","51","36"
"03/07/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","32","0","17","42","34"
"03/08/2019","53","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","39","0",".","53","42"
"03/09/2019","61","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","44","0",".","61","52"
"03/10/2019","54","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","8","39","1","9","46","54"
"03/11/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","43","0",".","39","41"
"03/12/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","37","0",".","33","31"
"03/13/2019","43","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","31","0","12","43","43"
"03/14/2019","43","NO2","VON HILLERN ST","25-025-0044","AQS","3","39","0",".","41","43"
"03/15/2019","48","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","41","0",".","48","29"
"03/16/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","37","0","5","29","12"
"03/17/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","38","0",".","23","12"
"03/18/2019","43","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","38","0",".","34","43"
"03/19/2019","49","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","38","0","9","43","49"
"03/20/2019","50","NO2","VON HILLERN ST","25-025-0044","AQS","6","42","1",".","44","50"
"03/21/2019","44","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","44","0",".","34","42"
"03/22/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","38","0","5","23","33"
"03/23/2019","36","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","36","0",".","19","11"
"03/24/2019","47","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","47","0",".","32","25"
"03/25/2019","40","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","40","0","11","32","34"
"03/26/2019","42","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","42","0",".","31","30"
"03/27/2019","46","NO2","VON HILLERN ST","25-025-0044","AQS","2","41","0",".","33","46"
"03/28/2019","42","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","42","0","13","38","42"
"03/29/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","33","0",".","42","30"
"03/30/2019","52","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","44","0",".","52","27"
"03/31/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","43","0","8","30","12"
"04/01/2019","39","NO2","VON HILLERN ST","25-025-0044","AQS","3","38","0",".","28","39"
"04/02/2019","65","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","42","1",".","65","46"
"04/03/2019","44","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","44","0","7","29","26"
"04/04/2019","41","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","41","0",".","30","23"
"04/05/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0",".","30","31"
"04/06/2019","35","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","23","0","6","35","31"
"04/07/2019","44","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","0","0",".","44","33"
"04/08/2019","33","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","33","24"
"04/09/2019","28","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2",".","0","6","28","17"
"04/10/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","29","23"
"04/11/2019","40","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","40","0",".","34","25"
"04/12/2019","41","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","41","0","14","40","37"
"04/13/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","43","0",".","37","18"
"04/14/2019","45","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","43","0",".","45","43"
"04/15/2019","46","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","46","0","4","20","35"
"04/16/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","34","0",".","20","20"
"04/17/2019","42","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","42","0",".","25","37"
"04/18/2019","41","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","41","0","10","31","37"
"04/19/2019","45","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","42","0",".","45","17"
"04/20/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","38","0",".","37","8"
"04/21/2019","40","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","40","0","5","24","14"
"04/22/2019","33","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","33","0",".","27","33"
"04/23/2019","27","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","27","0",".","20","19"
"04/24/2019","34","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","33","0","6","34","30"
"04/25/2019","30","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","30","0",".","23","27"
"04/26/2019","26","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","22","0",".","26","21"
"04/27/2019","35","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","35","0","3","19","27"
"04/28/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","37","0",".","30","18"
"04/29/2019","39","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","39","0",".","29","27"
"04/30/2019","33","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","33",".","6","29","29"
"05/01/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","32","1",".","40","39"
"05/02/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0",".","34","31"
"05/03/2019","37","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","32","0","9","37","29"
"05/04/2019","38","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","3","31","0",".","32","38"
"05/05/2019","37","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","22","37"
"05/06/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0","6","24","33"
"05/07/2019","49","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","49","0",".","34","23"
"05/08/2019","36","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","1",".","32","36"
"05/09/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","38","0","10","30","26"
"05/10/2019","48","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","34","0",".","48","22"
"05/11/2019","36","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","36","0",".","19","14"
"05/12/2019","33","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","33","0","5","22","28"
"05/13/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","29","0",".","28","26"
"05/14/2019","27","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","27","0",".","21","16"
"05/15/2019","34","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","28","0","6","31","34"
"05/16/2019","40","NO2","VON HILLERN ST","25-025-0044","AQS","5","35","1",".","35","40"
"05/17/2019","58","PM2.5","VON HILLERN ST","25-025-0044","AQS","6","27","1",".","58","38"
"05/18/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","37","0","8","25","23"
"05/19/2019","39","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","39","0",".","32","11"
"05/20/2019","44","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","44","0",".","40","21"
"05/21/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0","7","17","12"
"05/22/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","32","0",".","17","20"
"05/23/2019","36","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","36","0",".","27","19"
"05/24/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","34","0","9","20","17"
"05/25/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","37","0",".","22","16"
"05/26/2019","45","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","45","0",".","26","18"
"05/27/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","29","1","8","28","26"
"05/28/2019","28","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","28","0",".","26","20"
"05/29/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","29","0",".","14","19"
"05/30/2019","25","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","25","0","6","21","24"
"05/31/2019","28","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","28","0",".","25","25"
"06/01/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","33","0",".","40","20"
"06/02/2019","30","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","30","0","5","18","27"
"06/03/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","32","0",".","24","19"
"06/04/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","38","0",".","26","22"
"06/05/2019","71","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","71","0","20","52","19"
"06/06/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","0",".","34","21"
"06/07/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","37","1",".","26","28"
"06/08/2019","35","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","35","0","13","28","14"
"06/09/2019","45","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","45","0",".","26","13"
"06/10/2019","35","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","35","0",".","28","20"
"06/11/2019","30","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","30","0","6","10","16"
"06/12/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","38","0",".","23","23"
"06/13/2019","33","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","33","0",".","16","17"
"06/14/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","38","0","6","18","17"
"06/15/2019","52","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","47","0",".","52","11"
"06/16/2019","42","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","38","0",".","42","24"
"06/17/2019","31","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","31","0","12","31","16"
"06/18/2019","52","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","18","0",".","52","42"
"06/19/2019","38","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","35","0",".","29","38"
"06/20/2019","26","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","3","22","1","9","23","26"
"06/21/2019","21","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","21","0",".","21","16"
"06/22/2019","26","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","26","0",".","22","18"
"06/23/2019","30","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","30","0","7","26","12"
"06/24/2019","42","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","39","1",".","42","27"
"06/25/2019","45","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","32","0",".","45","31"
"06/26/2019","30","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","30","0","10","26","27"
"06/27/2019","39","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","1",".","29","39"
"06/28/2019","61","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","61","3",".","45","37"
"06/29/2019","53","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","5","48","0","16","53","25"
"06/30/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","0",".","21","13"
"07/01/2019","32","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","30","0",".","32","19"
"07/02/2019","34","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","34","0","11","34","19"
"07/03/2019","87","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","87","0",".","57","29"
"07/04/2019","69","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","38","1",".","69","23"
"07/05/2019","61","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","50","0","18","61","16"
"07/06/2019","42","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","42","0",".","35","13"
"07/07/2019","28","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","24","1",".","28","28"
"07/08/2019","34","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","34","1","11","29","25"
"07/09/2019","40","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","35","0",".","40","26"
"07/10/2019","58","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","48","1",".","58","26"
"07/11/2019","58","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","54","1","19","58","27"
"07/12/2019","34","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","33","0",".","28","34"
"07/13/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","36","0",".","40","18"
"07/14/2019","42","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","37","0","12","42","11"
"07/15/2019","27","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","27","0",".","22","16"
"07/16/2019","50","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","50","0",".","38","24"
"07/17/2019","45","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","40","0","17","45","18"
"07/18/2019","21","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","19","0",".","20","21"
"07/19/2019","50","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","50","1",".","38","23"
"07/20/2019","51","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","3","39","0","17","51","9"
"07/21/2019","41","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","41","0",".","25","22"
"07/22/2019","38","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","29","0",".","38","21"
"07/23/2019","29","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","29","0","7","23","22"
"07/24/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","32","1",".","34","26"
"07/25/2019","34","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","28","0",".","34","19"
"07/26/2019","47","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","40","0","14","47","26"
"07/27/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","43","0",".","33","14"
"07/28/2019","58","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","58","0",".","44","12"
"07/29/2019","55","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","51","0","19","55","20"
"07/30/2019","74","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","74","0",".","65","24"
"07/31/2019","52","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","51","0",".","52","31"
"08/01/2019","31","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","31","0","9","31","23"
"08/02/2019","49","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","49","0",".","33","39"
"08/03/2019","42","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","42","0",".","38","12"
"08/04/2019","37","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","37","0","12","35","26"
"08/05/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","43","0",".","26","26"
"08/06/2019","39","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","29","0",".","39","25"
"08/07/2019","43","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","43","0","12","39","19"
"08/08/2019","48","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","48","0",".","27","19"
"08/09/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","28","24"
"08/10/2019","24","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","24","0","5","19","11"
"08/11/2019","19","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","19","0",".","15","10"
"08/12/2019","51","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","42","0",".","51","20"
"08/13/2019","48","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","35","0","18","48","19"
"08/14/2019","37","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","30","0",".","37","27"
"08/15/2019","36","NO2","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","31","0",".","31","36"
"08/16/2019","32","NO2","BOSTON KENMORE SQ","25-025-0002","AQS","3","27","1","15","30","32"
"08/17/2019","22","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","20","0",".","22","21"
"08/18/2019","38","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","38","0",".","33","23"
"08/19/2019","43","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","43","0",".","43","22"
"08/20/2019","40","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","5","40","0",".","40","31"
"08/21/2019","41","PM2.5","VON HILLERN ST","25-025-0044","AQS","5","40","0",".","41","26"
"08/22/2019","44","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","44","0",".","39","19"
"08/23/2019","26","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","24","0",".","26","25"
"08/24/2019","20","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","15","0",".","20","11"
"08/25/2019","34","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","2","26","0","14","34","14"
"08/26/2019","28","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","28","0",".","27","22"
"08/27/2019","32","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","32","0",".","29","23"
"08/28/2019","38","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","2","22","0",".","38","27"
"08/29/2019","39","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","39","0",".","22","22"
"08/30/2019","77","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","77","0",".","36","20"
"08/31/2019","31","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","31","0","6","22","20"
"09/01/2019","23","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","18","0",".","23","16"
"09/02/2019","24","PM2.5","VON HILLERN ST","25-025-0044","AQS","3","24","0",".","24","18"
"09/03/2019","32","PM2.5","BOSTON KENMORE SQ","25-025-0002","AQS","2","27","0","10","32","22"
"09/04/2019","40","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","40","0",".","30","18"
"09/05/2019","27","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","27","0",".","18","20"
"09/06/2019","28","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","22","0","14","28","26"
"09/07/2019","24","PM2.5","VON HILLERN ST","25-025-0044","AQS","2","21","0",".","24","12"
"09/08/2019","23","Ozone","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","2","23","0",".","20","15"
"09/09/2019","28","PM2.5","DUDLEY SQUARE ROXBURY","25-025-0042","AQS","3","23","0","10","28","24"
